CITY,CITY_code
McHenry,1292
McKees Rocks,1293
McKeesport,1294
McKenzie,1295
McKinney,1296
McLean,1297
McMinnville,1298
McPherson,1299
Meadville,1300
Mebane,1301
Mechanicsburg,1302
Medford,1303
Media,1304
Medina,1305
Melbourne,1306
Melfa,1307
Melrose Park,1308
Memphis,1309
Mena,1310
Mendenhall,1311
Menomonie,1312
Mentor,1313
Mequon,1314
Merced,1315
Mercedita,1316
Mercer,1317
Meridian,1318
Merrillville,1319
Merrimack,1320
Merritt Island,1321
Mesa,1322
Mesquite,1323
Metairie,1324
Mexico,1325
Miami,1326
Miami Beach,1327
Miami Gardens,1328
Miami Lakes,1329
Miami Springs,1330
Miamisburg,1331
Middleburg Heights,1332
Middlebury,1333
Middletown,1334
Midfield,1335
Midland,1336
Midlothian,1337
Midvale,1338
Midway,1339
Midwest City,1340
Milan,1341
Miles City,1342
Mill Creek,1343
Milledgeville,1344
Millersville,1345
Milligan,1346
Milpitas,1347
Milton,1348
Milwaukee,1349
Minden,1350
Mineola,1351
Minneapolis,1352
Minnetonka,1353
Minot,1354
Miramar,1355
Misenheimer,1356
Mishawaka,1357
Mission,1358
Mission Viejo,1359
Mississippi State,1360
Missoula,1361
Mitchell,1362
Moberly,1363
Mobile,1364
Modesto,1365
Mokena,1366
Moline,1367
Monaca,1368
Monessen,1369
Monmouth,1370
Monroe,1371
Monroeville,1372
Monrovia,1373
Monsey,1374
Mont Alto,1375
Montclair,1376
Monterey,1377
Monterey Park,1378
Montevallo,1379
Montgomery,1380
Monticello,1381
Montpelier,1382
Montreat,1383
Moon Township,1384
Moore,1385
Moorefield,1386
Moorestown,1387
Mooresville,1388
Moorhead,1389
Moorpark,1390
Moosic,1391
Moraga,1392
Morehead,1393
Morehead City,1394
Moreno Valley,1395
Morgan City,1396
Morganton,1397
Morgantown,1398
Morrilton,1399
Morris,1400
Morris Plains,1401
Morrison,1402
Morristown,1403
Morrisville,1404
Morrow,1405
Moscow,1406
Moses Lake,1407
Mount Berry,1408
Mount Braddock,1409
Mount Carmel,1410
Mount Gay,1411
Mount Hope,1412
Mount Kisco,1413
Mount Laurel,1414
Mount Olive,1415
Mount Pleasant,1416
Mount Prospect,1417
Mount Vernon,1418
Mountain Home,1419
Mountlake Terrace,1420
Mt. Kisco,1421
Mt. Pleasant,1422
Mullins,1423
Muncie,1424
Mundelein,1425
Murfreesboro,1426
Murphy,1427
Murray,1428
Muscle Shoals,1429
Muskegon,1430
Muskogee,1431
Myerstown,1432
Myrtle Beach,1433
N Little Rock,1434
NAS Lemoore,1435
Nacogdoches,1436
Naguabo,1437
Nampa,1438
Nanticoke,1439
Nanuet,1440
Napa,1441
Napanoch,1442
Naperville,1443
Naples,1444
Nashotah,1445
Nashua,1446
Nashville,1447
Natchez,1448
Natchitoches,1449
Needham,1450
Nelsonville,1451
Neosho,1452
Nevada,1453
New Albany,1454
New Baltimore,1455
New Bedford,1456
New Bern,1457
New Braunfels,1458
New Britain,1459
New Brunswick,1460
New Carrollton,1461
New Castle,1462
New Concord,1463
New Cumberland,1464
New Haven,1465
New Iberia,1466
New Kensington,1467
New Lenox,1468
New London,1469
New Orleans,1470
New Paltz,1471
New Philadelphia,1472
New Port Richey,1473
New Rochelle,1474
New Tazewell,1475
New Town,1476
New Ulm,1477
New Wilmington,1478
New Windsor,1479
New York,1480
New York City,1481
Newark,1482
Newberg,1483
Newbern,1484
Newberry,1485
Newburgh,1486
Newport,1487
Newport  News,1488
Newport Beach,1489
Newport News,1490
Newton,1491
Newton Centre,1492
Newtown,1493
Niagara Falls,1494
Niagara University,1495
Niantic,1496
Niceville,1497
Nicholasville,1498
Niles,1499
Norco,1500
Norcross,1501
Norfolk,1502
Normal,1503
Norman,1504
Norristown,1505
North Adams,1506
North Andover,1507
North Augusta,1508
North Brunswick,1509
North Canton,1510
North Charleston,1511
North Chesterfield,1512
North Chicago,1513
North Dartmouth,1514
North East,1515
North Haven,1516
North Hollywood,1517
North Little Rock,1518
North Manchester,1519
North Mankato,1520
North Miami,1521
North Miami Beach,1522
North Newton,1523
North Plainfield,1524
North Platte,1525
North Providence,1526
North Wales,1527
Northampton,1528
Northfield,1529
Northport,1530
Northridge,1531
Norton,1532
Norton Shores,1533
Norwalk,1534
Norwich,1535
Norwood,1536
Notre Dame,1537
Novi,1538
Nutley,1539
OREGON,1540
Oak Brook,1541
Oak Forest,1542
Oak Harbor,1543
Oak Hill,1544
Oak Lawn,1545
Oak Park,1546
Oakbrook,1547
Oakdale,1548
Oakland,1549
Oakland City,1550
Oakland Park,1551
Oakwood,1552
Oberlin,1553
Ocala,1554
Ocean,1555
Oceanside,1556
Odessa,1557
Ogden,1558
Oglesby,1559
Oil City,1560
Oklahoma City,1561
Okmulgee,1562
Olathe,1563
Old Hickory,1564
Old Westbury,1565
Olean,1566
Olivet,1567
Olney,1568
Olympia,1569
Omaha,1570
Omega,1571
Onalaska,1572
Oneonta,1573
Ontario,1574
Opelousas,1575
Orange,1576
Orange Beach,1577
Orange City,1578
Orange Park,1579
Orangeburg,1580
Orchard Park,1581
Oregon City,1582
Orem,1583
Orlando,1584
Ormond Beach,1585
Orono,1586
Oroville,1587
Orrville,1588
Osage Beach,1589
Oshkosh,1590
Oskaloosa,1591
Ossining,1592
Oswego,1593
Ottawa,1594
Ottumwa,1595
Overland,1596
Overland Park,1597
Oviedo,1598
Owensboro,1599
Owings Mills,1600
Owosso,1601
Oxford,1602
Oxnard,1603
PERU,1604
Pablo,1605
Paducah,1606
PagoPago,1607
Painesville,1608
Palatine,1609
Palatka,1610
Palm Beach Gardens,1611
Palm Coast,1612
Palm Desert,1613
Palm Springs,1614
Palmer,1615
Palo Alto,1616
Palos Heights,1617
Palos Hills,1618
Panama City,1619
Panorama City,1620
Papillion,1621
Paragould,1622
Paramount,1623
Paramus,1624
Paris,1625
Park Hills,1626
Parker,1627
Parkersburg,1628
Parkland,1629
Parkville,1630
Parma,1631
Parsippany,1632
Parsons,1633
Pasadena,1634
Pasco,1635
Paso Robles,1636
Patchogue,1637
Paterson,1638
Patrick Air Force Base,1639
Paul Smiths,1640
Pawaukee,1641
Pawtucket,1642
Paxton,1643
Payson,1644
Pearl,1645
Pearl City,1646
Peekskill,1647
Pella,1648
Pembroke,1649
Pembroke Pines,1650
Pendleton,1651
Penngrove,1652
Pensacola,1653
Peoria,1654
Pepper Pike,1655
Perkasie,1656
Perkinston,1657
Perry,1658
Perrysburg,1659
Perth Amboy,1660
Peru,1661
Petaluma,1662
Petersburg,1663
Petoskey,1664
Pewaukee,1665
Pharr,1666
Phenix City,1667
Philadelphia,1668
Philippi,1669
Phoenix,1670
Phoenixville,1671
Piedmont,1672
Piketon,1673
Pikeville,1674
Pine Bluff,1675
Pine Brook,1676
Pine City,1677
Pinehurst,1678
Pineville,1679
Pippa Passes,1680
Piqua,1681
Piscataway,1682
Pittsburg,1683
Pittsburgh,1684
Pittsfield,1685
Plainfield,1686
Plainview,1687
Plainwell,1688
Plano,1689
Plantation,1690
Platteville,1691
Plattsburgh,1692
Pleasant Gap,1693
Pleasant Hill,1694
Pleasanton,1695
Plymouth,1696
Pocahontas,1697
Pocatello,1698
Pohnpei,1699
Point Lookout,1700
Polkton,1701
Pomona,1702
Pompano Beach,1703
Ponca City,1704
Ponce,1705
Pontiac,1706
Pontotoc,1707
Poplar,1708
Poplar Bluff,1709
Poplarville,1710
Port Angeles,1711
Port Arthur,1712
Port Charlotte,1713
Port Hadlock,1714
Port Huron,1715
Port Saint Lucie,1716
Port St Lucie,1717
Portales,1718
Porterville,1719
Portland,1720
Portsmouth,1721
Post Falls,1722
Poteau,1723
Potsdam,1724
Pottersville,1725
Pottsville,1726
Poughkeepsie,1727
Poultney,1728
Poway,1729
Powell,1730
Prairie View,1731
Pratt,1732
Prescott,1733
Presque Isle,1734
Prestonsburg,1735
Princess Anne,1736
Princeton,1737
Providence,1738
Provo,1739
Pryor,1740
Pueblo,1741
Pulaski,1742
Pullman,1743
Purchase,1744
Putney,1745
Queens,1746
Queensbury,1747
Quincy,1748
Racine,1749
Radford,1750
Radnor,1751
Rainsville,1752
Raleigh,1753
Ramsey,1754
Rancho Cordova,1755
Rancho Cucamonga,1756
Rancho Palos Verdes,1757
Ranchos de Taos,1758
Randolph,1759
Rangely,1760
Ranger,1761
Rapid City,1762
Ravenna,1763
Raymond,1764
Raymore,1765
Reading,1766
Red Bud,1767
Red Lake,1768
Red Wing,1769
Redding,1770
Redlands,1771
Redmond,1772
Redondo Beach,1773
Redstone Arsenal,1774
Redwood City,1775
Reedley,1776
Rego Park,1777
Reno,1778
Renton,1779
Reseda,1780
Reston,1781
Rexburg,1782
Reynoldsville,1783
Rhinelander,1784
Richardson,1785
Richfield,1786
Richland,1787
Richmond,1788
Richton Park,1789
Ridgecrest,1790
Ridgeland,1791
Ridgewood,1792
Rindge,1793
Rio Grande,1794
Rio Piedras,1795
Rio Rancho,1796
Ripley,1797
Ripon,1798
River Falls,1799
River Forest,1800
River Grove,1801
Riverdale,1802
Riverhead,1803
Riverside,1804
Riverton,1805
Riverview,1806
Roanoke,1807
Robinson,1808
Rochester,1809
Rochester Hills,1810
Rock Hill,1811
Rock Island,1812
Rock Springs,1813
Rockford,1814
Rocklin,1815
Rockville,1816
Rockville Centre,1817
Rocky Hill,1818
Rocky Mount,1819
Rogers,1820
Rohnert Park,1821
Rolla,1822
Rollng Meadows,1823
Rome,1824
Romeoville,1825
Roosevelt,1826
Roosevelt Park,1827
Rootstown,1828
Roseburg,1829
Rosemead,1830
Rosemont,1831
Rosemount,1832
Roseville,1833
Roswell,1834
Round Rock,1835
Roxboro,1836
Roxbury Crossing,1837
Royal Oak,1838
Royal Palm Beach,1839
Ruidoso,1840
Russellville,1841
Ruston,1842
Rutland,1843
Sacramento,1844
Saginaw,1845
Saint Ann,1846
Saint Augustine,1847
Saint Benedict,1848
Saint Bonaventure,1849
Saint Bonifacius,1850
Saint Charles,1851
Saint Clairsville,1852
Saint Cloud,1853
Saint Davids,1854
Saint George,1855
Saint Joseph,1856
Saint Leo,1857
Saint Louis,1858
Saint Martin,1859
Saint Mary of the Woods,1860
Saint Paul,1861
Saint Peter,1862
Saint Petersburg,1863
Saint Robert,1864
Saipan,1865
Salamanca,1866
Salem,1867
Salida,1868
Salina,1869
Salinas,1870
Salisbury,1871
Sallisaw,1872
Salt Lake City,1873
San Angelo,1874
San Anselmo,1875
San Antonio,1876
San Benito,1877
San Bernardino,1878
San Bruno,1879
San Diego,1880
San Dimas,1881
San Fernando,1882
San Francisco,1883
San German,1884
San Jacinto,1885
San Jose,1886
San Juan,1887
San Leandro,1888
San Lorenzo,1889
San Luis Obispo,1890
San Marcos,1891
San Mateo,1892
San Pablo,1893
San Pedro,1894
San Rafael,1895
San Sebastian,1896
Sanborn,1897
Sandersville,1898
Sandusky,1899
Sandy,1900
Sandy Springs,1901
Sanford,1902
Santa Ana,1903
Santa Barbara,1904
Santa Clara,1905
Santa Clarita,1906
Santa Cruz,1907
Santa Fe,1908
Santa Fe Springs,1909
Santa Maria,1910
Santa Monica,1911
Santa Paula,1912
Santa Rosa,1913
Santee,1914
Santurce,1915
Saranac Lake,1916
Sarasota,1917
Saratoga,1918
Saratoga Springs,1919
Sault Ste Marie,1920
Savannah,1921
Scarborough,1922
Schaumburg,1923
Schenectady,1924
Schererville,1925
Schnecksville,1926
Schriever,1927
Schuylkill Haven,1928
Scooba,1929
Scotch Plains,1930
Scotland,1931
Scott Depot,1932
Scottsbluff,1933
Scottsdale,1934
Scottville,1935
Scranton,1936
Searcy,1937
Seaside,1938
Seattle,1939
Sebring,1940
Sedalia,1941
Seekonk,1942
Seguin,1943
Selden,1944
Selinsgrove,1945
Sellersburg,1946
Sells,1947
Selma,1948
Seminole,1949
Senatobia,1950
Seneca Falls,1951
Sewanee,1952
Seward,1953
Sewell,1954
Seymour,1955
Shamokin Dam,1956
Sharon,1957
Sharon Hill,1958
Shawnee,1959
Sheffield Village,1960
Shelby,1961
Shelbyville,1962
Sheldon,1963
Shell Lake,1964
Shelton,1965
Shepherdstown,1966
Shepherdsville,1967
Sheridan,1968
Sherman,1969
Sherman Oaks,1970
Sherwood,1971
Shippensburg,1972
Shippenville,1973
Shoreline,1974
Shorewood,1975
Shreveport,1976
Sidney,1977
Sierra Vista,1978
Signal Hill,1979
Sikeston,1980
Siloam Springs,1981
Silsbee,1982
Silver  Spring,1983
Silver City,1984
Silver Spring,1985
Sinking Spring,1986
Sioux Center,1987
Sioux City,1988
Sioux Falls,1989
Sisseton,1990
Skokie,1991
Slidell,1992
Slippery Rock,1993
Smithfield,1994
Smithville,1995
Smyrna,1996
Snyder,1997
Socorro,1998
Soldotna,1999
Soledad,2000
Solon,2001
Somers,2002
Somerset,2003
Somersworth,2004
Somerton,2005
Somerville,2006
Sonora,2007
South  Charleston,2008
South Abington Township,2009
South Bend,2010
South Burlington,2011
South Daytona,2012
South Easton,2013
South El Monte,2014
South Fallsburg,2015
South Gate,2016
South Hackensack,2017
South Hadley,2018
South Hamilton,2019
South Holland,2020
South Jordan,2021
South Lake Tahoe,2022
South Orange,2023
South Plainfield,2024
South Point,2025
South Portland,2026
South Prince George,2027
South Royalton,2028
South San Francisco,2029
Southaven,2030
Southfield,2031
Southington,2032
Southlake,2033
Sparkill,2034
Sparks,2035
Spartanburg,2036
Spearfish,2037
Speedway,2038
Spindale,2039
Spirit Lake,2040
Spokane,2041
Spokane Valley,2042
Spring Arbor,2043
Spring Hill,2044
Spring Lake,2045
Spring Lake Park,2046
Spring Valley,2047
Springdale,2048
Springfield,2049
Springville,2050
Spruce Pine,2051
St Amant,2052
St Clairsville,2053
St Joseph,2054
St Louis Park,2055
St. Benedict,2056
St. Charles,2057
St. Cloud,2058
St. Croix,2059
St. George,2060
St. Helena,2061
St. Louis,2062
St. Louis Park,2063
St. Mary's City,2064
St. Meinrad,2065
St. Paul,2066
St. Petersburg,2067
St. Rose,2068
Stafford,2069
Stamford,2070
Standish,2071
Stanford,2072
Staples,2073
Starke,2074
State College,2075
Staten Island,2076
Statesboro,2077
Statesville,2078
Staunton,2079
Stephenville,2080
Sterling,2081
Sterling Heights,2082
Steubenville,2083
Stevens Point,2084
Stevenson,2085
Stillwater,2086
Stilwell,2087
Stockton,2088
Stollings,2089
Stone Mountain,2090
Stone Park,2091
Stone Ridge,2092
Stony Brook,2093
Storm Lake,2094
Stormville,2095
Storrs,2096
Stratford,2097
Strongsville,2098
Stroudsburg,2099
Succasunna,2100
Suffern,2101
Suffolk,2102
Sugar Grove,2103
Suitland,2104
Summerdale,2105
Summit,2106
Sumter,2107
Sunbury,2108
Sunnyvale,2109
Sunset Hills,2110
Superior,2111
Surprise,2112
Susanville,2113
Swainsboro,2114
Swannanoa,2115
Swarthmore,2116
Sweet Briar,2117
Sweetwater,2118
Sycamore,2119
Sylmar,2120
Sylva,2121
Sylvania,2122
Syosset,2123
Syracuse,2124
TWIN FALLS,2125
Tacoma,2126
Taft,2127
Tahlequah,2128
Takoma Park,2129
Talladega,2130
Tallahassee,2131
Tampa,2132
Tanner,2133
Tannersville,2134
Tarboro,2135
Tarentum,2136
Tarzana,2137
Taunton,2138
Taylor,2139
Taylorsville,2140
Teaneck,2141
Temecula,2142
Tempe,2143
Temple,2144
Temple City,2145
Temple Terrace,2146
Terre Haute,2147
Terrell,2148
Teterboro,2149
Tewksbury,2150
Texarkana,2151
Texas City,2152
Thatcher,2153
The Dalles,2154
The Villages,2155
The Woodlands,2156
Thibodaux,2157
Thief River Falls,2158
Thomasville,2159
Thornton,2160
Thousand Oaks,2161
Throggs Neck,2162
Tiffin,2163
Tifton,2164
Tigard,2165
Tigerville,2166
Tillamook,2167
Timonium,2168
Tishomingo,2169
Titusville,2170
Toccoa Falls,2171
Toledo,2172
Toms River,2173
Tonawanda,2174
Tonkawa,2175
Tooele,2176
Topeka,2177
Toppenish,2178
Torrance,2179
Torrington,2180
Tougaloo,2181
Towanda,2182
Towson,2183
Traverse City,2184
Trenton,2185
Trevose,2186
Trinidad,2187
Trinity,2188
Troy,2189
Trujillo Alto,2190
Tsaile,2191
Tualatin,2192
Tucker,2193
Tucson,2194
Tucumcari,2195
Tukwila,2196
Tullahoma,2197
Tulsa,2198
Turlock,2199
Turnersville,2200
Tuscaloosa,2201
Tuskegee,2202
Tustin,2203
Twin Falls,2204
Twinsburg,2205
Tyler,2206
Tyngsboro,2207
USAF Academy,2208
Ukiah,2209
Ullin,2210
Uncasville,2211
Union,2212
Union City,2213
Union Grove,2214
Uniontown,2215
Unity,2216
Universal City,2217
University,2218
University Center,2219
University Heights,2220
University Park,2221
University of Richmond,2222
Upland,2223
Upper Darby,2224
Upton,2225
Urbana,2226
Urbandale,2227
Utica,2228
Utuado,2229
Uvalde,2230
Vacaville,2231
Valdosta,2232
Valencia,2233
Valhalla,2234
Vallejo,2235
Valley City,2236
Valley Glen,2237
Valley View,2238
Valparaiso,2239
Van Nuys,2240
Van Wert,2241
Vancouver,2242
Vega Baja,2243
Ventura,2244
Vermillion,2245
Vernon,2246
Vernon Hills,2247
Vero Beach,2248
Verona,2249
Vestal,2250
Victoria,2251
Victorville,2252
Vidalia,2253
Vienna,2254
Villa Park,2255
Villalba,2256
Villanova,2257
Vincennes,2258
Vineland,2259
Virginia,2260
Virginia Beach,2261
Visalia,2262
Voorhees,2263
W. Covina,2264
WOODBURY,2265
Waco,2266
Wadena,2267
Wadesboro,2268
Wadley,2269
Wahpeton,2270
Wake Forest,2271
Waleska,2272
Wall,2273
Walla Walla,2274
Wallingford,2275
Walnut,2276
Walnut Ridge,2277
Waltham,2278
Warminster,2279
Warner,2280
Warner Robins,2281
Warren,2282
Warrendale,2283
Warrensburg,2284
Warrensville Heights,2285
Warwick,2286
Washing,2287
Washington,2288
Waterbury,2289
Waterford,2290
Waterloo,2291
Watertown,2292
Waterville,2293
Watsonville,2294
Waukegan,2295
Waukesha,2296
Waupun,2297
Wausau,2298
Wauwatosa,2299
Waverly,2300
Waxahachie,2301
Waycross,2302
Wayne,2303
Waynesburg,2304
Waynesville,2305
Weatherford,2306
Webb City,2307
Webster,2308
Webster Groves,2309
Weed,2310
Weldon,2311
Wellesley,2312
Wellesley Hills,2313
Wells,2314
Wenatchee,2315
Wenham,2316
Wentworth,2317
Wentzville,2318
Weslaco,2319
Wesson,2320
West  Atlantic City,2321
West  Palm Beach,2322
West  Point,2323
West Barnstable,2324
West Boylston,2325
West Burlington,2326
West Chester,2327
West Columbia,2328
West Covina,2329
West Des Moines,2330
West Hartford,2331
West Haven,2332
West Hills,2333
West Jordan,2334
West Lafayette,2335
West Lebanon,2336
West Liberty,2337
West Long Branch,2338
West Memphis,2339
West Mifflin,2340
West Monroe,2341
West New York,2342
West Nyack,2343
West Palm Beach,2344
West Plains,2345
West Point,2346
West Seneca,2347
West Springfield,2348
West Valley City,2349
West Windsor,2350
Westborough,2351
Westbrook,2352
Westerville,2353
Westfield,2354
Westminster,2355
Weston,2356
Westport,2357
Wethersfield,2358
Wetumka,2359
Weyers Cave,2360
Wharton,2361
Wheaton,2362
Wheeling,2363
White Bear Lake,2364
White Plains,2365
Whitehall,2366
Whitesburg,2367
Whitestone,2368
Whiteville,2369
Whitewater,2370
Whiting,2371
Whitter,2372
Whittier,2373
Wichita,2374
Wichita Falls,2375
Wickliffe,2376
Wilberforce,2377
Wilburton,2378
Wilkes Barre,2379
Wilkes-Barre,2380
Wilkesboro,2381
Williamsburg,2382
Williamsport,2383
Williamston,2384
Williamstown,2385
Williamsville,2386
Willimantic,2387
Willingboro,2388
Williston,2389
Willmar,2390
Willoughby,2391
Willow Grove,2392
Willow Street,2393
Willowbrook,2394
Wilmington,2395
Wilmore,2396
Wilson,2397
Winchester,2398
Winder,2399
Winfield,2400
Wingate,2401
Winnebago,2402
Winona,2403
Winona Lake,2404
Winsted,2405
Winston Salem,2406
Winston-Salem,2407
Winter Garden,2408
Winter Haven,2409
Winter Park,2410
Winterville,2411
Wisconsin Rapids,2412
Wise,2413
Woburn,2414
Woodbourne,2415
Woodbridge,2416
Woodhaven,2417
Woodland,2418
Woodland Hills,2419
Woodland Park,2420
Woodside,2421
Woodward,2422
Woonsocket,2423
Wooster,2424
Worcester,2425
Worthington,2426
Wright-Patterson AFB,2427
Wye Mills,2428
Wyncote,2429
Wynne,2430
Wynnewood,2431
Wyoming,2432
Wyomissing,2433
Wytheville,2434
Xenia,2435
Yakima,2436
Yankton,2437
Yauco,2438
Yellow Springs,2439
Yonkers,2440
York,2441
Young Harris,2442
Youngstown,2443
Youngwood,2444
Ypsilanti,2445
Yuba City,2446
Yucaipa,2447
Yucca Valley,2448
Yukon,2449
Yuma,2450
Zanesville,2451
Zebulon,2452
greenacres,2453
memphis,2454
white plains,2455
